"","workerid","noun","nounclass","slide_number","sense","predicate2","predicate1","class2","response","class1","makes_sense","triple"
"5274",175,"school","X",26,"no","token","solid","X",0.48,"physical","no","solid token school"
"5275",175,"citizen","X",27,"no","square","purple","shape",0.51,"color","no","purple square citizen"
"5276",175,"resort","X",28,"no","speedy","senior","speed",0.49,"age","no","senior speedy resort"
"5282",176,"reinforcement","X",4,"no","internal","young","location",0.5,"age","no","young internal reinforcement"
"5289",176,"dough","X",11,"no","designated","long","X",0.52,"dimension","no","long designated dough"
"5294",176,"reason","X",16,"no","sad","open","human",0.55,"dimension","no","open sad reason"
"5298",176,"satire","X",20,"no","plain","closest","value",0.46,"location","no","closest plain satire"
"5300",176,"meat","X",22,"no","civilized","thick","human",0.51,"dimension","no","thick civilized meat"
"5302",176,"hand","X",24,"no","different","civilized","X",0.5,"human","no","civilized different hand"
"5304",176,"paper","X",26,"no","Hispanic","playful","nationality",0.53,"human","no","playful Hispanic paper"
"5311",177,"trial","X",3,"no","potential","narrow","X",0.55,"dimension","no","narrow potential trial"
"5316",177,"hand","X",8,"no","square","sweet","shape",0.66,"physical","no","sweet square hand"
"5321",177,"dough","X",13,"no","everyday","corduroy","temporal",0.61,"material","no","corduroy everyday dough"
"5431",181,"vitamin","X",3,"no","historical","selfish","temporal",0.02,"human","no","selfish historical vitamin"
"5432",181,"meat","X",4,"no","circular","professional","shape",0.95,"human","no","professional circular meat"
"5433",181,"party","X",5,"no","designated","thick","X",0.02,"dimension","no","thick designated party"
"5434",181,"country","X",6,"no","potential","plain","X",0.03,"value","no","plain potential country"
"5436",181,"suit","X",8,"no","curly","international","physical",0.04,"nationality","no","international curly suit"
"5437",181,"party","X",9,"no","speedy","frozen","speed",0.03,"physical","no","frozen speedy party"
"5438",181,"ski","X",10,"no","token","Hispanic","X",0.02,"nationality","no","Hispanic token ski"
"5440",181,"dough","X",12,"no","national","old-time","nationality",0.98,"age","no","old-time national dough"
"5446",181,"spirit","X",18,"no","current","crocheted","temporal",0.98,"material","no","crocheted current spirit"
"5449",181,"sand","X",21,"no","creamy","internal","physical",0.44,"location","no","internal creamy sand"
"5450",181,"color","X",22,"no","frozen","Hispanic","physical",0.85,"nationality","no","Hispanic frozen color"
"5453",181,"sand","X",25,"no","closest","thin","location",0.03,"dimension","no","thin closest sand"
"5455",181,"color","X",27,"no","token","strange","X",0.87,"value","no","strange token color"
"5456",181,"recipe","X",28,"no","different","narrow","X",0.19,"dimension","no","narrow different recipe"
"5457",181,"time","X",29,"no","playful","thick","human",0.76,"dimension","no","thick playful time"
"5460",181,"bin","X",32,"no","professional","senior","human",0.68,"age","no","senior professional bin"
"5462",182,"luxury","X",4,"no","fast","circular","speed",0.48,"shape","no","circular fast luxury"
"5465",182,"car","X",7,"no","curly","thick","physical",0.95,"dimension","no","thick curly car"
"5481",182,"leadership","X",23,"no","frozen","civilized","physical",0.5,"human","no","civilized frozen leadership"
"5485",182,"death","X",27,"no","historical","junior","temporal",0.52,"age","no","junior historical death"
"5492",183,"goal","X",4,"no","potential","spicy","X",0.13,"physical","no","spicy potential goal"
"5494",183,"college","X",6,"no","mixed","lacy","X",0.02,"physical","no","lacy mixed college"
"5500",183,"rib","X",12,"no","unique","professional","X",0,"human","no","professional unique rib"
"5515",183,"rib","X",27,"no","Japanese","overhead","nationality",0.48,"location","no","overhead Japanese rib"
"5516",183,"pan","X",28,"no","potential","prestigious","X",0.03,"value","no","prestigious potential pan"
"5521",184,"feeling","X",3,"no","European","black","nationality",0.9,"color","no","black European feeling"
"5529",184,"leadership","X",11,"no","last","crocheted","X",0.93,"material","no","crocheted last leadership"
"5538",184,"value","X",20,"no","frozen","English","physical",0.6,"nationality","no","English frozen value"
"5541",184,"satire","X",23,"no","frozen","Vietnamese","physical",0.93,"nationality","no","Vietnamese frozen satire"
"5554",185,"boy","X",6,"no","curly","new","physical",0.85,"age","no","new curly boy"
"5564",185,"reason","X",16,"no","spicy","purple","physical",0.01,"color","no","purple spicy reason"
"5604",186,"topic","X",26,"no","civilized","green","human",0.49,"color","no","green civilized topic"
"5609",186,"goal","X",31,"no","designated","closest","X",0.89,"location","no","closest designated goal"
"5624",187,"trial","X",16,"no","civilized","thick","human",0.11,"dimension","no","thick civilized trial"
"5641",188,"place","X",3,"no","last","English","X",0,"nationality","no","English last place"
"5661",188,"boy","X",23,"no","potential","open","X",0,"dimension","no","open potential boy"
"5732",191,"value","X",4,"no","lavish","young","value",0.47,"age","no","young lavish value"
"5736",191,"report","X",8,"no","plain","spicy","value",0.04,"physical","no","spicy plain report"
"5738",191,"value","X",10,"no","individual","creamy","X",0.91,"physical","no","creamy individual value"
"5758",191,"wind","X",30,"no","large","old","dimension",0.01,"age","no","old large wind"
"5762",192,"casserole","X",4,"no","token","large","X",0.37,"dimension","no","large token casserole"
"5764",192,"reason","X",6,"no","lacy","gold","physical",0.46,"material","no","gold lacy reason"
"5765",192,"hand","X",7,"no","lacy","Japanese","physical",0.27,"nationality","no","Japanese lacy hand"
"5766",192,"area","X",8,"no","smooth","biggest","physical",0.72,"dimension","no","biggest smooth area"
"5767",192,"opinion","X",9,"no","curly","corduroy","physical",0.47,"material","no","corduroy curly opinion"
"5770",192,"citizen","X",12,"no","European","internal","nationality",0.51,"location","no","internal European citizen"
"5772",192,"plate","X",14,"no","speedy","young","speed",0.49,"age","no","young speedy plate"
"5774",192,"being","X",16,"no","prestigious","purple","value",0.72,"color","no","purple prestigious being"
"5781",192,"solution","X",23,"no","civilized","senior","human",0.66,"age","no","senior civilized solution"
"5783",192,"coverage","X",25,"no","last","creamy","X",0.65,"physical","no","creamy last coverage"
"5786",192,"conversation","X",28,"no","prestigious","speedy","value",0.73,"speed","no","speedy prestigious conversation"
"5819",193,"truth","X",31,"no","different","young","X",0.48,"age","no","young different truth"
"5882",196,"lifestyle","X",4,"no","mini","young","dimension",0.96,"age","no","young mini lifestyle"
"5885",196,"behavior","X",7,"no","exciting","thick","value",0.93,"dimension","no","thick exciting behavior"
"5891",196,"spaghetti","X",13,"no","fast","civilized","speed",0.01,"human","no","civilized fast spaghetti"
"5893",196,"money","X",15,"no","last","thin","X",0.12,"dimension","no","thin last money"
"5896",196,"policy","X",18,"no","civilized","white","human",0.12,"color","no","white civilized policy"
"5910",196,"parent","X",32,"no","slow","thick","speed",0.87,"dimension","no","thick slow parent"
"5912",197,"grandfather","X",4,"no","entrepreneurial","junior","human",0.9,"age","no","junior entrepreneurial grandfather"
"5913",197,"dough","X",5,"no","international","entrepreneurial","nationality",0.12,"human","no","entrepreneurial international dough"
"5914",197,"power","X",6,"no","token","wooden","X",0.89,"material","no","wooden token power"
"5919",197,"paper","X",11,"no","mixed","civilized","X",0.74,"human","no","civilized mixed paper"
"5927",197,"policy","X",19,"no","sweet","professional","physical",0.9,"human","no","professional sweet policy"
"5933",197,"crime","X",25,"no","selfish","red","human",0.05,"color","no","red selfish crime"
"5937",197,"world","X",29,"no","current","corduroy","temporal",0.03,"material","no","corduroy current world"
"6001",200,"computer","X",3,"no","slow","sweet","speed",0.33,"physical","no","sweet slow computer"
"6019",200,"reason","X",21,"no","daily","yellow","temporal",0.73,"color","no","yellow daily reason"
"6028",200,"engine","X",30,"no","different","slow","X",0.41,"speed","no","slow different engine"
"6030",200,"slant","X",32,"no","crocheted","large","material",0.48,"dimension","no","large crocheted slant"
"6035",201,"rate","X",7,"no","smooth","Hispanic","physical",0.36,"nationality","no","Hispanic smooth rate"
"6037",201,"death","X",9,"no","speedy","creamy","speed",0.64,"physical","no","creamy speedy death"
"6046",201,"student","X",18,"no","strict","narrow","human",0.29,"dimension","no","narrow strict student"
"6055",201,"level","X",27,"no","crocheted","professional","material",0.23,"human","no","professional crocheted level"
"6066",202,"solution","X",8,"no","prestigious","blonde","value",0,"color","no","blonde prestigious solution"
"6068",202,"behavior","X",10,"no","individual","blonde","X",0.52,"color","no","blonde individual behavior"
"6071",202,"world","X",13,"no","internal","blonde","location",0.51,"color","no","blonde internal world"
"6074",202,"family","X",16,"no","last","plain","X",0.51,"value","no","plain last family"
"6075",202,"labrador","X",17,"no","smooth","national","physical",0.45,"nationality","no","national smooth labrador"
"6095",203,"region","X",7,"no","speedy","lacy","speed",0.48,"physical","no","lacy speedy region"
"6108",203,"money","X",20,"no","everyday","young","temporal",0.48,"age","no","young everyday money"
"6121",204,"dog","X",3,"no","circular","purple","shape",0.52,"color","no","purple circular dog"
"6125",204,"parent","X",7,"no","overhead","junior","location",0.43,"age","no","junior overhead parent"
"6126",204,"nation","X",8,"no","English","crocheted","nationality",0.44,"material","no","crocheted English nation"
"6130",204,"school","X",12,"no","overhead","white","location",0.49,"color","no","white overhead school"
"6151",205,"term","X",3,"no","spicy","selfish","physical",0.51,"human","no","selfish spicy term"
"6164",205,"party","X",16,"no","different","thin","X",0.5,"dimension","no","thin different party"
"6165",205,"word","X",17,"no","national","selfish","nationality",0.53,"human","no","selfish national word"
"6173",205,"nation","X",25,"no","corduroy","playful","material",0.67,"human","no","playful corduroy nation"
"6175",205,"time","X",27,"no","exciting","old-time","value",0.54,"age","no","old-time exciting time"
"6180",205,"school","X",32,"no","creamy","overhead","physical",0.52,"location","no","overhead creamy school"
"6182",206,"region","X",4,"no","selfish","thick","human",0.87,"dimension","no","thick selfish region"
"6183",206,"way","X",5,"no","creamy","blonde","physical",0.05,"color","no","blonde creamy way"
"6184",206,"benefit","X",6,"no","different","plain","X",0.65,"value","no","plain different benefit"
"6185",206,"hand","X",7,"no","speedy","internal","speed",0.14,"location","no","internal speedy hand"
"6189",206,"farm","X",11,"no","favorite","fast","value",0.11,"speed","no","fast favorite farm"
"6190",206,"banking","X",12,"no","lacy","creative","physical",0.79,"human","no","creative lacy banking"
"6192",206,"bag","X",14,"no","pleasant","fast","value",0.83,"speed","no","fast pleasant bag"
"6195",206,"tax","X",17,"no","designated","curly","X",0.07,"physical","no","curly designated tax"
"6210",206,"bag","X",32,"no","daily","large","temporal",0.81,"dimension","no","large daily bag"
"6241",208,"fish","X",3,"no","different","favorite","X",0.49,"value","no","favorite different fish"
"6247",208,"day","X",9,"no","daily","spicy","temporal",0.42,"physical","no","spicy daily day"
"6249",208,"time","X",11,"no","prestigious","curly","value",0.51,"physical","no","curly prestigious time"
"6250",208,"luck","X",12,"no","everyday","curly","temporal",0.66,"physical","no","curly everyday luck"
"6251",208,"snake","X",13,"no","sweet","senior","physical",0.43,"age","no","senior sweet snake"
"6252",208,"baby","X",14,"no","favorite","red","value",0.43,"color","no","red favorite baby"
"6253",208,"parent","X",15,"no","solid","yellow","physical",0.5,"color","no","yellow solid parent"
"6255",208,"libertarian","X",17,"no","last","current","X",0.51,"temporal","no","current last libertarian"
"6301",210,"snake","X",3,"no","playful","narrow","human",0.52,"dimension","no","narrow playful snake"
"6303",210,"citizen","X",5,"no","internal","blonde","location",0.56,"color","no","blonde internal citizen"
"6306",210,"shrimp","X",8,"no","everyday","red","temporal",0.53,"color","no","red everyday shrimp"
"6308",210,"parent","X",10,"no","mixed","spicy","X",0.49,"physical","no","spicy mixed parent"
"6310",210,"conscience","X",12,"no","closest","blue","location",0.5,"color","no","blue closest conscience"
"6312",210,"rib","X",14,"no","potential","blonde","X",0.5,"color","no","blonde potential rib"
"6315",210,"issue","X",17,"no","designated","purple","X",0.51,"color","no","purple designated issue"
"6320",210,"valley","X",22,"no","national","internal","nationality",0.54,"location","no","internal national valley"
"6322",210,"rib","X",24,"no","biggest","white","dimension",0.5,"color","no","white biggest rib"
"6327",210,"computer","X",29,"no","exciting","senior","value",0.5,"age","no","senior exciting computer"
